OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ActivityLocation/SourceMapScaleNumeric,ActivityLocation/HorizontalAccuracyMeasure/MeasureValue,ActivityLocation/HorizontalAccuracyMeasure/MeasureUnitCode,ActivityLocation/HorizontalCollectionMethodName,ActivityLocation/HorizontalCoordinateReferenceSystemDatumName,AssemblageSampledName,CollectionDuration/MeasureValue,CollectionDuration/MeasureUnitCode,SamplingComponentName,SamplingComponentPlaceInSeriesNumeric,ReachLengthMeasure/MeasureValue,ReachLengthMeasure/MeasureUnitCode,ReachWidthMeasure/MeasureValue,ReachWidthMeasure/MeasureUnitCode,PassCount,NetTypeName,NetSurfaceAreaMeasure/MeasureValue,NetSurfaceAreaMeasure/MeasureUnitCode,NetMeshSizeMeasure/MeasureValue,NetMeshSizeMeasure/MeasureUnitCode,BoatSpeedMeasure/MeasureValue,BoatSpeedMeasure/MeasureUnitCode,CurrentSpeedMeasure/MeasureValue,CurrentSpeedMeasure/MeasureUnitCode,ToxicityTestType,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodQualifierTypeName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,SampleCollectionMethod/SampleCollectionEquipmentCommentText,SamplePreparationMethod/MethodIdentifier,SamplePreparationMethod/MethodIdentifierContext,SamplePreparationMethod/MethodName,SamplePreparationMethod/MethodQualifierTypeName,SamplePreparationMethod/MethodDescriptionText,SampleContainerTypeName,SampleContainerColorName,ChemicalPreservativeUsedName,ThermalPreservativeUsedName,SampleTransportStorageDescription,BinaryObjectFileName,BinaryObjectFileTypeCode,ActivityFileUrl,ActivityMetricUrl,ActivityGroupUrl,ProviderName
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2729884,Sample-Routine,Water,,2021-08-02,10:41:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2943670,Sample-Routine,Water,,2024-02-06,10:45:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2730045,Sample-Routine,Water,,2021-09-20,12:51:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown 2001 Shoreline Dr.,,,,,37.7573060000,-122.2592100000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2730119,Sample-Routine,Water,,2021-10-12,10:52:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown 2001 Shoreline Dr.,,,,,37.7573060000,-122.2592100000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2144447378,Sample-Routine,Water,,2020-05-13,12:45:00,PST,,,,,,,,,,,,ACCWP_CSM_WY2020,,CEDEN-204R04664,,,,,37.6951000000,-121.9000000000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CEDEN,Water_Grab,CEDEN,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),2500; Individual Collection by hand; Individual Collection by hand,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2788124,Sample-Routine,Water,,2022-01-03,12:06:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Windsurfer Corner,,,,,37.7628760000,-122.2727400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2761753,Sample-Routine,Water,,2022-04-11,10:02:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bath House,,,,,37.7658250000,-122.2750600000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CEDEN,California State Water Resources Control Board,CEDEN--2144447506,Sample-Routine,Water,,2020-05-20,11:45:00,PST,,,,,,,,,,,,ACCWP_CSM_WY2020,,CEDEN-205R01902,,,,,37.5270000000,-121.9370000000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CEDEN,Water_Grab,CEDEN,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),2500; Individual Collection by hand; Individual Collection by hand,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2730166,Sample-Routine,Water,,2021-10-25,12:17:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown 2001 Shoreline Dr.,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7573060000,-122.2592100000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2702243,Sample-Routine,Water,,2021-07-26,12:50:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Sunset Rd.,,,,,37.7593960000,-122.2652800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
NALMS,North American Lake Management Society,"NALMS-37.84694,-122.23194:20230724103000:100017",Field Msr/Obs,Water,,2023-07-24,10:30:00,PST,,,,,,,,,,,,NALMS_SECCHI_DIPIN,,NALMS-F236093,,,,,37.8469440000,-122.2319440000,,,,GPS-Unspecified,UNKWN,,,,,,,,,,,,,,,,,,,,,NONE_SPECIFIED,NALMS,None Specified,,Equipment was not specified.,Visual Sighting,,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2835109,Sample-Routine,Water,,2023-04-03,12:25:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Windsurfer Corner,,,,,37.7628760000,-122.2727400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2788079,Sample-Routine,Water,,2022-07-25,12:37:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown 2001 Shoreline Dr.,,,,,37.7573060000,-122.2592100000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2672809,Sample-Routine,Water,,2021-04-05,10:02:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Sunset Rd.,,,,,37.7593960000,-122.2652800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2678759,Sample-Routine,Water,,2021-05-03,10:50:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2600833,Sample-Routine,Water,,2020-06-15,09:49:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bath House,,,,,37.7658250000,-122.2750600000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2729902,Sample-Routine,Water,,2021-08-09,12:48:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown 2001 Shoreline Dr.,,,,,37.7573060000,-122.2592100000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2748589,Sample-Routine,Water,,2022-01-18,12:16:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bath House,,,,,37.7658250000,-122.2750600000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2730074,Sample-Routine,Water,,2021-09-27,09:23:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2898901,Sample-Routine,Water,,2023-11-27,11:00:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Sunset Rd.,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7593960000,-122.2652800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2692449,Sample-Routine,Water,,2021-06-21,11:07:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Crab Cove,,,,,37.7682700000,-122.2782800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2857312,Sample-Routine,Water,,2023-07-03,11:24:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bath House,CDPH acknowledges that Colilert overestimates Total Coliformsss as compared to other analytical methods.,,,,37.7658250000,-122.2750600000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformsss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2647197,Sample-Routine,Water,,2020-12-16,08:25:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2853432,Sample-Routine,Water,,2023-06-26,09:39:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Sunset Rd.,,,,,37.7593960000,-122.2652800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2623871,Sample-Routine,Water,,2020-09-08,09:06:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown 2001 Shoreline Dr.,,,,,37.7573060000,-122.2592100000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2770419,Sample-Routine,Water,,2022-05-09,08:05:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Sunset Rd.,,,,,37.7593960000,-122.2652800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2867269,Sample-Routine,Water,,2023-08-21,12:51:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown 2001 Shoreline Dr.,,,,,37.7573060000,-122.2592100000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2686950,Sample-Routine,Water,,2021-05-24,12:23:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Sunset Rd.,,,,,37.7593960000,-122.2652800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2687335,Sample-Routine,Water,,2021-06-01,10:27:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bath House,,,,,37.7658250000,-122.2750600000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2898915,Sample-Routine,Water,,2023-12-04,11:45:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Crab Cove,,,,,37.7682700000,-122.2782800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2902167,Sample-Routine,Water,,2024-01-23,09:00:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Windsurfer Corner,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7628760000,-122.2727400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2849166,Sample-Routine,Water,,2023-05-30,08:51:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bath House,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7658250000,-122.2750600000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2825230,Sample-Routine,Water,,2023-02-06,11:37:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2788076,Sample-Routine,Water,,2022-07-25,12:29:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2743686,Sample-Routine,Water,,2022-01-05,11:45:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2630196,Sample-Routine,Water,,2020-09-28,11:14:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2758236,Sample-Routine,Water,,2022-03-29,11:00:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Windsurfer Corner,,,,,37.7628760000,-122.2727400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2849179,Sample-Routine,Water,,2023-05-30,09:27:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2662533,Sample-Routine,Water,,2021-02-22,09:44:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2730126,Sample-Routine,Water,,2021-10-12,11:02:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2857307,Sample-Routine,Water,,2023-07-03,11:06:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Sunset Rd.,,,,,37.7593960000,-122.2652800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2782710,Sample-Routine,Water,,2022-06-13,13:37:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Crab Cove,,,,,37.7682700000,-122.2782800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2867256,Sample-Routine,Water,,2023-08-21,13:31:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Crab Cove,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7682700000,-122.2782800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2788086,Sample-Routine,Water,,2022-07-25,12:54:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Windsurfer Corner,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7628760000,-122.2727400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2730021,Sample-Routine,Water,,2021-09-13,09:54:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown 2001 Shoreline Dr.,,,,,37.7573060000,-122.2592100000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2857315,Sample-Routine,Water,,2023-07-05,11:45:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bird Sanctuary,,,,,37.7542890000,-122.2517400000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2761743,Sample-Routine,Water,,2022-04-04,14:21:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Bath House,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7658250000,-122.2750600000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2821859,Sample-Routine,Water,,2023-01-17,09:36:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Sunset Rd.,MF colony count exceeds the method counting range of 20-60 colonies,,,,37.7593960000,-122.2652800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),MF colony count exceeds the method counting range of 20-60 colonies,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2616238,Sample-Routine,Water,,2020-08-17,14:19:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Sunset Rd.,,,,,37.7593960000,-122.2652800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),,,,,,,,,,,,,,,,,STORET
CABEACH_WQX,California State Water Resource Control Board,CABEACH_WQX-2902187,Sample-Routine,Water,,2024-01-25,13:43:00,PST,,,,Surface,,,,,,,,CA549911;EPABEACH,,CABEACH_WQX-Crown Crab Cove,CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,37.7682700000,-122.2782800000,,,,,,,,,,,,,,,,,,,,,,,,,,Water_Grab,CABEACH_WQX,Water_Grab,,Method for generic water collection that was either grab or integrated,Miscellaneous (Other),CDPH acknowledges that Colilert overestimates Total Coliformss as compared to other analytical methods.,,,,,,,,,,,,,,,,STORET
